ObjectId;Country;ISO2;ISO3;Indicator;Unit;Source;CTS_Code;CTS_Name;CTS_Full_Descriptor;Trade_Flow;Scale;F1994;F1995;F1996;F1997;F1998;F1999;F2000;F2001;F2002;F2003;F2004;F2005;F2006;F2007;F2008;F2009;F2010;F2011;F2012;F2013;F2014;F2015;F2016;F2017;F2018;F2019;F2020;F2021;F2022;F2023
1355;Netherlands, The;NL;NLD;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;7266222288;8967665892;9595323420;8577952050;8445981645;8632694201;8848514153;8591210062;9201025216;11935803280;14014698511;14565408832;16540874332;20149937224;22406318213;19991027232;23773397088;29047837798.179;26143316532.033;25900134194.892;27195535425.973;24201858216.109;24101853008.112;30072612144.479;34896467562.167;39816158605.093;43026043095.118;52203056419.801;45389253229.865;52176179855.747
1356;Netherlands, The;NL;NLD;Total trade in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;1.89941879727557;1.98088378844898;2.12933517025579;2.05544096373336;1.9256236194067;1.92912221885504;2.11857350595238;1.99059619799419;1.94308297316423;2.05816285480084;2.12963045852971;2.12408273816575;2.25354304922367;2.37432695297243;2.35418421735539;2.29630861324168;2.80322550027899;3.20931105849817;3.1143218005262;2.95264011984829;3.04746737787085;3.16095464747226;3.07482748581958;3.60766558063615;3.81608232947796;4.37398506473291;4.73299838436476;5.06647299154093;4.49312770010612;4.67067837736217
1357;Netherlands, The;NL;NLD;Trade balance in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;475580436;544202382;444782710;191046368;150638973;312362523;415706033;-54815594;416278752;898038556;1063024339;1252241944;1305435196;1684908028;833272777;1007761560;710957312;-303157927.261;41289673.4449997;1253112976.906;1125126428.779;905580171.045;835218635.091999;1351543046.193;-95782176.3050003;-2147146964.699;-2468848752.28;-5175993685.141;-4392129514.371;-5884528248.875
1358;Netherlands, The;NL;NLD;Trade balance in low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;0.124318577653031;0.120209839340781;0.0987034439663191;0.045778354608508;0.0343446122196692;0.0698027138951727;0.0995312628256091;-0.0127008549691767;0.08791022044964;0.154854227635878;0.161533907327078;0.182615230917091;0.177853622070414;0.198537717496962;0.0875501990874674;0.115758511229358;0.0838320943040232;-0.0334939934321412;0.00491863111510018;0.142856080299572;0.126079006497871;0.118275953224869;0.10655418133142;0.162138071181615;-0.0104742025772467;-0.235873803109141;-0.271581031282611;-0.502346682525016;-0.43478130568778;-0.526767941405163
1359;New Caledonia;NC;NCL;Comparative advantage in low carbon technology products;Index;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLA;"Trade in Low Carbon Technology Products; Comparative Advantage";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage;Not Applicable;Units;;;;;;0.195912954824961;0.122132138036619;0.133629681703266;0.17656817824913;0.15918297768045;0.216055520902803;0.236569303363799;0.178042708399174;0.0683214968684438;0.0791105972754568;1.60034357015492;0.0453692118401104;0.0532192269578379;0.0572584438616996;0.143614136384877;0.0634262696831984;0.0310302395515294;;;;;;;;
1360;New Caledonia;NC;NCL;Exports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;;2677401;2509707;2075434;2861190;4227227;8244500;8201511;9319134;5639250;3963159;72219122;2865741;3513549;3007602;6867834;4086090;1604481;;;;;;;;
1361;New Caledonia;NC;NCL;Exports of low carbon technology products as share of total exports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;;;;;;0.688756612121297;0.438001460599992;0.484157048297033;0.625315252643423;0.572379138269863;0.818390103627226;0.892878800704875;0.685712456697502;0.265893120440935;0.311422942116426;6.98672507451512;0.19613491379406;0.215093430517306;0.229656305860451;0.567828454374986;0.256972406523365;0.134731720553624;;;;;;;;
1362;New Caledonia;NC;NCL;Imports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;;26395112;21985673;25239405;27010998;50358951;69824399;76494283;105653963;121618094;112890195;85034267;121447248;83276834;86994574;95234986;101215540;53892933;;;;;;;;
1363;New Caledonia;NC;NCL;Imports of low carbon technology products as share of total imports;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLM;"Trade in Low Carbon Technology Products; Imports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports;Imports;Units;;;;;;2.61715005759909;2.38071672203978;2.70977507828812;2.68073328806221;3.26791510437717;4.2672062000157;4.67055084782371;5.4410201518274;4.92730791217339;3.88226876774387;3.62408832339124;3.9813208374675;2.44154880146494;2.88275894666856;3.1723620877571;3.27990228566206;2.19809303680066;;;;;;;;
1364;New Caledonia;NC;NCL;Total trade in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTL;Trade in Low Carbon Technology Products;Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products;Not Applicable;Units;;;;;;29072513;24495380;27314839;29872188;54586178;78068899;84695794;114973097;127257344;116853354;157253389;124312989;86790383;90002176;102102820;105301630;55497414;;;;;;;;
1365;New Caledonia;NC;NCL;Trade balance in low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLB;"Trade in Low Carbon Technology Products; Trade Balance";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance;Not Applicable;Units;;;;;;-23717711;-19475966;-23163971;-24149808;-46131724;-61579899;-68292772;-96334829;-115978844;-108927036;-12815145;-118581507;-79763285;-83986972;-88367152;-97129450;-52288452;;;;;;;;
1366;New Zealand;NZ;NZL;Comparative advantage in low carbon technology products;Index;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLA;"Trade in Low Carbon Technology Products; Comparative Advantage";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage;Not Applicable;Units;;;;;0.504858396128023;0.51153289055976;0.487960634598644;0.497858248914696;0.453239440044185;0.480574992529399;0.411723612900001;0.425833640934671;0.380338920872653;0.346029554012771;0.287411209076264;0.263051640796804;0.225837437072364;0.299569764246161;0.27562908681246;0.23392312897138;0.21777976718204;0.213314444005364;0.22210558809399;0.187407229855001;0.178500503356703;0.185719282734235;0.156515548552065;0.202850236728427;0.199910893363843;0.227389304778934
1367;New Zealand;NZ;NZL;Exports of low carbon technology products;US Dollars;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;142061069;154783302;187739850;204316620;200673815;220459015;222989844;243133910;227715964;282127169;317249296;349822677;328720772;363589411;345594513;286143760;306065642.101;454055938;411821548.284;366108363.1;369017097.801;318147632.205;324609958;326327230.819;321112753.25;351022919.554;318390085.76;412523075.855;393450475.455;416864498.795
1368;New Zealand;NZ;NZL;Exports of low carbon technology products as percent of GDP;Percent;"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.";ECBTLX;"Trade in Low Carbon Technology Products; Exports";Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports;Exports;Units;0.268443150117254;0.248683480711593;0.271688221278328;0.296684692109853;0.353197536507842;0.374307339271233;0.411973804556104;0.457632359463082;0.366926943697939;0.342353796483346;0.312255545826621;0.308849321197349;0.29954993711808;0.269572689093021;0.255289869112885;0.235119625212195;0.210557182051095;0.271972537247501;0.235282895488006;0.195642264972412;0.184367079676448;0.180431080150105;0.17461436660854;0.160257989692332;0.153202872066241;0.166549116841436;0.1514292968267;0.165183812917063;0.162347929518585;0.167388423775499
