ObjectId;Country;ISO3;Indicator;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;Source
75;Bangladesh;BGD;Climate related disasters frequency, Number of Disasters: Storm;1;3;;4;;3;4;1;4;2;4;2;2;8;4;4;4;5;5;6;7;4;4;3;4;7;5;2;2;2;3;1;2;3;2;4;2;2;1;3;1;1;1;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
76;Bangladesh;BGD;Climate related disasters frequency, Number of Disasters: TOTAL;2;3;2;8;1;5;6;3;6;6;8;6;5;11;9;9;7;7;7;11;11;7;6;7;7;12;7;5;5;6;6;5;5;3;4;7;3;5;4;6;2;2;2;4;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
77;Barbados;BRB;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
78;Barbados;BRB;Climate related disasters frequency, Number of Disasters: Flood;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
79;Barbados;BRB;Climate related disasters frequency, Number of Disasters: Storm;1;;;;;;;1;;;;;;;;1;;;;;;;1;;1;;;;;;1;;;;;;;1;;;;1;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
80;Barbados;BRB;Climate related disasters frequency, Number of Disasters: TOTAL;1;;;;1;;;1;;;;;;;;1;;;;;;;1;;1;;;;;;2;;;;;;;1;;;;1;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
81;Belarus, Rep. of;BLR;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;1;1;1;;;1;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
82;Belarus, Rep. of;BLR;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;1;;;;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
83;Belarus, Rep. of;BLR;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
84;Belarus, Rep. of;BLR;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;1;;;1;1;;1;1;;;;;1;;1;;;;;1;1;1;;;1;1;;;;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
85;Belgium;BEL;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;1;;;;;;;;;;;;;;;;;;1;;2;1;;1;;;;1;;;1;;;1;3;1;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
86;Belgium;BEL;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;2;1;;;;1;;;;4;1;;1;;;;;1;1;;;;;1;;;;;1;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
87;Belgium;BEL;Climate related disasters frequency, Number of Disasters: Storm;;;;;1;1;;;;;6;;;;;1;;;1;2;;;1;;;;;1;1;;2;1;;2;1;;1;;1;;1;2;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
88;Belgium;BEL;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;1;2;;;;;6;;;2;1;1;;;2;2;;;5;2;;3;1;1;2;;3;2;1;2;1;1;2;;2;3;2;3;1;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
89;Belize;BLZ;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
90;Belize;BLZ;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
91;Belize;BLZ;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;1;;1;2;;;;2;;1;1;;1;;;;;;1;;;;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
92;Belize;BLZ;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;2;;;;;1;;;1;;1;2;;;;2;;1;2;;1;;;;;1;1;;;;1;;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
93;Benin;BEN;Climate related disasters frequency, Number of Disasters: Drought;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
94;Benin;BEN;Climate related disasters frequency, Number of Disasters: Flood;;;1;;;1;;;1;;;1;;;1;1;1;1;1;1;;;;;;;;1;1;2;1;1;1;1;;;;;;;1;1;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
95;Benin;BEN;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
96;Benin;BEN;Climate related disasters frequency, Number of Disasters: TOTAL;1;;1;;1;1;;;1;;;1;;;1;1;1;1;1;1;;;;;;;;1;1;3;1;1;1;2;;;;;;;1;1;1;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
97;Benin;BEN;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
98;Bermuda;BMU;Climate related disasters frequency, Number of Disasters: Storm;;;;;;1;1;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
99;Bermuda;BMU;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;1;1;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
100;Bhutan;BTN;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;1;;;;;;1;;;;1;;;;;;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
101;Bhutan;BTN;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
102;Bhutan;BTN;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;2;;;;;1;1;;;;1;;;;;1;;;;;;;;;;;;1;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
103;Bhutan;BTN;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
104;Bolivia;BOL;Climate related disasters frequency, Number of Disasters: Drought;;;;2;;;;;1;;1;;;;1;;;;;;1;;;;1;;;;1;;1;;;1;1;;1;;;;;;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
105;Bolivia;BOL;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;1;;;1;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
106;Bolivia;BOL;Climate related disasters frequency, Number of Disasters: Flood;1;;1;1;1;1;1;1;;;;;2;;;;;2;;1;2;1;1;3;;;2;2;;1;1;1;1;2;2;1;2;;1;2;2;7;1;5;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
107;Bolivia;BOL;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;1;;1;;1;;1;;;;;1;;;;;;;;1;;1;1;;;;;1;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
108;Bolivia;BOL;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
109;Bolivia;BOL;Climate related disasters frequency, Number of Disasters: TOTAL;1;;1;3;1;1;1;1;1;;1;;3;;2;;1;2;1;2;4;2;3;4;1;1;2;3;2;1;4;2;1;5;4;1;3;;1;4;3;7;1;7;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
110;Bolivia;BOL;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;;;1;;;;;;;;;1;1;;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
111;Bosnia and Herzegovina;BIH;Climate related disasters frequency, Number of Disasters: Drought;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
112;Bosnia and Herzegovina;BIH;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;;1;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
113;Bosnia and Herzegovina;BIH;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;;;;;;;;;;;;;;1;;;2;1;;;;2;2;;;;4;1;;;;2;1;1;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
114;Bosnia and Herzegovina;BIH;Climate related disasters frequency, Number of Disasters: Landslide;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
115;Bosnia and Herzegovina;BIH;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
116;Bosnia and Herzegovina;BIH;Climate related disasters frequency, Number of Disasters: TOTAL;;;;;;;;;;;;;;;;;;;;1;2;1;;1;2;2;;1;;3;3;;1;;4;1;;;;2;1;1;1;2;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
117;Botswana;BWA;Climate related disasters frequency, Number of Disasters: Drought;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
118;Botswana;BWA;Climate related disasters frequency, Number of Disasters: Flood;;;;;;;;;1;;;;;;;1;;;;;1;;;;1;;;;;2;;1;;1;;;;1;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
119;Botswana;BWA;Climate related disasters frequency, Number of Disasters: Storm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
120;Botswana;BWA;Climate related disasters frequency, Number of Disasters: TOTAL;;1;;;;;;;1;;1;;;;;1;;;;;1;;;;1;;;;;3;;1;;1;;1;;1;1;1;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
121;Brazil;BRA;Climate related disasters frequency, Number of Disasters: Drought;;;;1;;1;;1;1;;;;;;1;;;;1;;;1;1;;1;1;;1;;;1;;1;;1;;;;;;1;1;1;1;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
122;Brazil;BRA;Climate related disasters frequency, Number of Disasters: Extreme temperature;;;;;;;;;1;;;;;;1;;;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
123;Brazil;BRA;Climate related disasters frequency, Number of Disasters: Flood;2;2;;2;5;2;1;2;3;4;2;1;4;;;3;1;3;5;1;4;3;2;5;2;2;2;3;4;7;3;8;2;5;4;4;2;1;2;7;5;8;11;14;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
124;Brazil;BRA;Climate related disasters frequency, Number of Disasters: Landslide;;;;1;;;;;;3;;1;1;;;2;3;;;1;1;;2;;;;;1;;1;;;;;;1;;;1;;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
125;Brazil;BRA;Climate related disasters frequency, Number of Disasters: Storm;1;;1;;1;1;;;;1;;;;;1;;;1;;;;1;;;1;1;;;1;1;;;;1;;1;;;;;1;;;3;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
126;Brazil;BRA;Climate related disasters frequency, Number of Disasters: TOTAL;3;2;1;4;6;4;1;3;5;8;2;2;5;;3;5;4;4;8;3;6;5;5;5;5;4;2;5;5;9;5;8;3;6;5;6;2;1;3;8;7;9;12;18;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
127;Brazil;BRA;Climate related disasters frequency, Number of Disasters: Wildfire;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;1;;;;;The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.
